BCI-AV#|English|Derivation - explanation|POS
15715|next_week|(week + then (future))|YELLOW
15716|next_year|(year + then (future))|YELLOW
15717|nice,pleasant|"(feeling + correct + description indicator: felt to be socially ""correct"")"|GREEN
15718|niece|(daughter + sibling: daughter of one's brother or sister)|BLUE
15719|night|(moon + earth: the moon appears above the horizon; it shines on the earth during the night) - Character (superimposed)|YELLOW
15720|nipple(s)|(part of + breasts)|YELLOW
15721|Nisan,Nissan|(month + unleavened bread: month of Passover, the first month of the year)|YELLOW
15722|no-(exclamatory)|(not + intensity: strong negative response)|GRAY
15723|no_one,nobody|(minus + person)|BLUE
15724|nocturnal_emission,wet_dream|(ejaculation + to sleep)|YELLOW
15725|none,nothing_(OLD)|(opposite meaning + all) SUPERSEDED SYNONYM See nothing,none 23907|WHITE
15726|nonsense|(meaning + deletion,cancellation,destruction: something that has no meaning) - Character (superimposed)|YELLOW
15727|nonsense-(exclamatory)|(nonsense + intensity symbol: exclamation)|GRAY
15728|nonspeaking|(no_speech,anarthria + description indicator: unable to speak). See also: speech_impaired 26025|GREEN
15729|nor|(minus + or)|WHITE
15730|north|(sun + pointer, to north) - Character (superimposed - pointer)|YELLOW
15731|northern|(north + description indicator)|GREEN
15732|nose|(pictograph: symbol suggests the side view of a nose) - Character|YELLOW
15733|not,negative,no,don't,doesn't|(minus + intensity: also used before a verb to create a negative sentence)|WHITE
15734|notebook,writing_book|(book + to write)|YELLOW
15735|November|(month + 11: eleventh month of the year)|YELLOW
15736|now|(ago,then_(past) + then,so,later: present [half-sized]) - Character (sequenced)|WHITE
15737|nowhere,no_place|(minus + ground: a combination of minus and place) - Character (superimposed)|WHITE
15738|nuclear_energy|(energy + nucleus: energy released by a nuclear reaction)|YELLOW
15739|nuclear_fallout,radioactive_dust|(dust + nucleus)|YELLOW
15740|nuclear_radiation,radioactivity|(pointer (left) + nucleus + pointer (right): suggesting radiation of radioactive particles) - Character (superimposed - pointer)|YELLOW
15741|nucleus_(atom)|(atom + pointer (small), to inner nucleus) - Character (superimposed - pointer (small))|YELLOW
15742|number|(international symbol) - Character|YELLOW
15905|nurse|(person + to care for + medical: person who gives medical care)|BLUE
15906|nut|(seed + tree: edible seed from a tree)|YELLOW
15907|obey,comply-(to)|(to do + by + to guide + action indicator: to do something by the rules)|RED
15908|observe-(to)|(observation + action indicator: to look at something thoughtfully)|RED
15909|ocean,sea|(much + much + water: large body of water)|YELLOW
15910|October|(month + 10: tenth month of the year)|YELLOW
15911|office|(room + work + pencil: room where work is done)|YELLOW
15912|offspring,child|(protection + male + female: male or female born under the family roof) - Character (superimposed)|BLUE
15913|often,frequent,frequently|(many + time + description indicator: on many occasions)|GREEN
15914|oil,lubricant|(water,fluid,liquid + water_(ground_level): two parallel liquid symbols, suggesting oil that floats on water) - Character (superimposed)|YELLOW
15915|old_(opposite_new)|(opposite meaning + new + description indicator) Also see old 23910|GREEN
15916|old,elderly|(opposite meaning + young + description indicator)|GREEN
15917|olive|(pictograph: fruit [oval shaped] with stem) - Character|YELLOW
15918|on|(earth [half-sized] + pointer: refers only to space, e.g. on the table) - Character (superimposed - pointer)|WHITE
15919|once|(1 + time + description indicator: on one occasion)|GREEN
15920|bulb_(plant)|(pictograph + earth) - Character (superimposed)|YELLOW
15921|open|(opening + description indicator)|GREEN
15922|open-(to)|(opening + action indicator)|RED
15923|opening|(enclosure, open at the top) - Character|YELLOW
15924|operation|(to cut + medical)|YELLOW
15925|opinion|(mind + mouth: expression of what one thinks) - Character (superimposed)|YELLOW
15926|opossum,possum|(marsupial_(animal) + night: marsupial that comes out at night)|YELLOW
15927|opposite_meaning,opposite_of,opposite|(up + down [combination]: up is the opposite of down. The symbol is placed before a second symbol to create an antonym or meaning that is the opposite of that of the second symbol.) - Character|GRAY
15928|opposition,counter_purpose|(less_than_(relation) + less_than_(relation), pointing in the opposite direction from the purpose symbol) - Character (sequenced)|YELLOW
15929|or|(by,by_means_of,of (relation [half-sized], pointing backward) + dot: the second alternative, the reverse of either) - Character (superimposed)|WHITE
15930|oral_sex|(to combine + genitals + mouth)|YELLOW
15931|orange_(bci)|(colour + mouth + sun: combination of red and yellow) (BCI) SYMBOL SYNONYM |WHITE
15932|orange_(ckb)|(colour + 2) (CKB) SYMBOL SYNONYM|WHITE
15933|orange,citrus_fruit|(fruit + pictograph of segments) - Character (superimposed)|YELLOW
15934|orchard|(grove + fruit)|YELLOW
15935|organize,arrange-(to)|(to plan + many + thing + action indicator: to make a system from many things)|RED
15936|orgasm|(ecstasy + genitals) |YELLOW
15937|ostrich|(bird + to walk: bird that walks or runs but does not fly)|YELLOW
15938|other,another_(person)|(person [modification] + 2: referring to a second person)|BLUE
15939|our,ours-(feminine)|(female + 1 + belongs to + plural indicator: first person plural (f.), possessive)|BLUE
15940|our,ours-(masculine)|(male + 1 + belongs to + plural indicator: first person plural (m.), possessive)|BLUE
15941|our,ours|(we + belongs to + plural indicator: first person plural, possessive)|BLUE
15942|out,exterior,external,outside|(enclosure + dot, outside the enclosure) - Character (sequenced)|WHITE
15943|out_of,exit_(forward)|(enclosure + forward: the arrow is moving out of the enclosure) - Character (superimposed)|WHITE
15944|out_of,exit_(downward)|(enclosure + downward) - Character (superimposed)|WHITE
15945|outing,excursion|(legs and feet + out of)|YELLOW
15946|oval,ellipse_(shape)|(shape + oval)|YELLOW
15947|ovary|(container + egg)|YELLOW
15948|over,above,superior|(dot + horizontal reference line: the dot is over or above the line) - Character (superimposed)|WHITE
15949|owl,night_bird|(bird + night)|YELLOW
15950|own,possess-(to)|"(ownership,possession + action indicator: CKB writes ""an addition, a gain, a plus of some very earthly (material) thing”)"|RED
15951|ox|(bovine + work: horned animal commonly used to assist with heavy labour)|YELLOW
15952|oyster,clam,mussel|(pictograph of shell + water) - Character (superimposed)|YELLOW
15953|pail,bucket|(pictograph: symbol suggests a pail with a handle) - Character|YELLOW
15954|pain,suffering|"(feeling + sick: discomfort that makes one ""draw up one's knees"". The symbol usually represents physical pain but also can be used to represent emotional distress and suffering.)"|YELLOW
15955|painful,painfully,sore|(pain + description indicator)|GREEN
15956|paint,dye|(chemical product + colour + liquid)|YELLOW
15957|paint,dye-(to)|(paint + action indicator)|RED
15958|painter|(person + paint [contraction])|BLUE
15959|pair|(2 + thing indicator: two items) - (character with thing indicator)|YELLOW
15960|palm|(pictograph: the symbols suggests a tree with curved fronds) - Character|YELLOW
15961|pants,jeans,slacks,trousers|(clothing + leg: clothing that covers the legs)|YELLOW
15962|paper,card,page|(pictograph: symbol suggests a sheet of paper or a page of a book) See also: book 12875 - Character|YELLOW
15963|parakeet,budgie|(parrot + little: small bird that can be trained to talk)|YELLOW
15964|parallel|(line + line: international mathematical symbol) - Character|YELLOW
15965|paratrooper|(soldier + from_sky: soldier trained to jump down from the sky using a parachute)|BLUE
15966|parcel,package|(pictograph) - Character|YELLOW
15967|pardon,what_did_you_say|(what,question_mark + to say + action indicator)|GRAY
15968|parent|(protection + person: person who gives protection to his or her family) - Character (superimposed)|BLUE
15969|park|(flower + earth + tree: place with flowers and trees) - Character (superimposed)|YELLOW
15970|parrot,myna,talking_bird|(bird + to talk: bird that can be trained to talk)|YELLOW
15971|parsnip|(vegetable (wedge-shaped) + white: vegetable with a long, white, edible root)|YELLOW
15972|part,bit,piece,portion,part_of|"(division [half-sized]: a part is created when something is divided) With the gloss ""part of"", the symbol is used before another symbol to create a new meaning, which is part of the meaning of the original symbol, i.e., part of + language = word. See Note p. II-106 in BRG) - Character"|GRAY
15973|party|(gathering + happy)|YELLOW
15974|Passover|(week + bread + low: the week when unleavened bread, matzo, is eaten)|YELLOW
15975|past|(outline of parabolic mirror focused on what lies behind it) - Character|YELLOW
15976|patience|(ability + to wait)|YELLOW
15977|be_patient-(to)|(patience + action indicator)|RED
15978|paw|(animal + pointer, to paw or hoof) - Character (superimposed - pointer)|YELLOW
15979|pay,spend-(to)|(to give + money + action indicator)|RED
15980|peace_(opposite_war)|(opposite meaning + war)|YELLOW
15981|peace,peace_of_mind,serenity|(feeling + world: feeling of being at one with the world) - Character (superimposed)|YELLOW
15982|peaceful,serene,calm|(peace + description indicator)|GREEN
15983|peach,nectarine|(pictograph with stem + pit) - Character (superimposed)|YELLOW
15984|peacock|(bird + fan: bird with a tail that opens like a fan)|YELLOW
15985|peanut_butter|(spread + seed)|YELLOW
15986|pear|(pictograph with stem) - Character|YELLOW
15987|pea(s)|(pictograph: symbol suggests a cross section of two peas in a pod) - Character|YELLOW
15988|peel|(protection + fruit)|YELLOW
15989|peel-(to)|(to remove + peel + action indicator)|RED
15990|pelican|(water bird + pouch: water bird with a pouch-shaped bill)|YELLOW
15991|pen,pencil|(pictograph: symbol suggests a pen or pencil in writing position) - Character|YELLOW
15992|penetrate,go_through-(to)|(through + action indicator)|RED
15993|penguin|(water bird + to walk: water bird that walks)|YELLOW
15994|penis|(male_genitals_(man_with_penis) + pointer) - Character (superimposed - pointer)|YELLOW
15995|pepper_(vegetable)|(pictograph with stem) - Character|YELLOW
15996|pepper_(seasoning)|(adding,additive + taste + fire: combination of seasoning and hot + thing indicator)|YELLOW
15997|perfume,fragrance,aroma,scent|(smell + happy: pleasant smell)|YELLOW
15998|perpendicular|(line,stripe + ground: international mathematical symbol) - Character (superimposed)|YELLOW
16161|person,human_being,individual,human|(symbol suggests a human being standing, with feet turned out) - Character|BLUE
16162|kneeling_(kneeling_person)|(person [modification]: showing knees bent) - Character (modified)|BLUE
16163|reclining,lying_(person_lying_down)|(person [modification]: lying on his back) - Character (modified)|BLUE
16164|illness,disease,sickness_(sick_person)|(person [modification]: lying on his back with knees drawn up as if sick or in pain) - Character (modified)|YELLOW
16165|seat,sitting_(sitting_person)|(person [modification]: in sitting position) - Character (modified)|YELLOW
16166|standing_(standing_person)|(person [modification]: in standing position) - Character (modified)|BLUE
16167|weakness_(weak_person)|(person [modification]: buckling at the knees as though weak) - Character (modified)|YELLOW
16168|pet|(animal + feeling: animal for which one has feeling)|YELLOW
16169|photograph,photo,pic|(paper + camera)|YELLOW
16170|disabled,handicapped_(physically)_(OLD)|(limit(s),limitation_(OLD) + body + description indicator: having limits to one's physical abilities) SUPERSEDED SYNONYM See disabled,impaired,handicapped_(physically) 25995|GREEN
16171|picnic|(food + outside: food eaten outside)|YELLOW
16172|picture,image,icon,painting|(eye + enclosure: what the eyes see in a frame)|YELLOW
16173|pie,tart|(food + protection: food with a crust covering it)|YELLOW
16174|pier_(OLD)|(platform + combination of boat and to float) - Character (superimposed - combined) SUPERSEDED SYNONYM and SUPERSEDED CHARACTER See pier 24857|YELLOW
16175|pig|(animal + pictograph of curly tail) - Character (superimposed)|YELLOW
16176|pill,tablet|(disc + medical: medicine in disc form)|YELLOW
16177|pillow,cushion|(bed + pointer, to pillow) - Character (superimposed - pointer)|YELLOW
16178|pillowcase|(cloth + pillow)|YELLOW
16179|pilot|(person + airplane)|BLUE
16180|pimple,blemish|(face + dot + pointer, to dot) - Character (superimposed - pointer)|YELLOW
